question,answer_A,answer_B,answer_C,answer_D,answer_E,correct_answers,subject_name
Quelle proposition est fausse à propos de la toxicité immédiate d’un composé ?,La durée d’exposition doit être inférieure à 24 heures,Les effets peuvent être d’apparition immédiate ou décalée dans le temps,Les effets peuvent être chroniques après une seule exposition,Les effets d’apparition immédiate ont généralement une symptomatologie très nette et bruyante,L’intensité des effets est seulement liée à la durée d’exposition,E,pharmacie
Comment s’appelle l’ensemble des combinaisons alléliques codées par un même chromosome ?,Allotype,Haplotype,Idiotype,Isotype,Paratope,B,pharmacie
"A propos des méthodes chromatographiques, quelle est la proposition fausse ?","La phase mobile peut être liquide, gazeuse ou sous forme de fluide super-critique",Le temps de rétention d’un soluté dépend de son coefficient de distribution,La sélectivité d’une colonne est fonction du nombre de plateaux théorique,"En modifiant la température, on peut modifier le temps de rétention d’un soluté",La méthode des ajouts dosés permet de s’affranchir de l’effet matrice,C,pharmacie
"Quelle affirmation est vraie, concernant les médicaments de l’ostéoporose ?",Le raloxifène peut être à la fois utilisé pour le traitement et la prévention,Les biphosphonates ont un effet anti-ostéoblastique,Les analogues de la parathormone sont inactifs dans ce contexte,Les biphosphonates doivent être associés aux anti-acides pour limiter leurs effets indésirables,L’usage des biphosphonates est limité au traitement de l’ostéoporose,A,pharmacie
"A propos du virus de l’hépatite C, quelles sont les propositions fausses ?",La primo-infection est toujours bruyamment symptomatique,Le virus se réplique uniquement dans les hématocytes,La persistance d’une réaction immunitaire excessive de la part de l’hôte permet le passage à la chronicité,C’est un facteur favorisant le développement d’une cryoglobulinémie,"Si la sérologie est positive sur deux prélèvements, on réalise une charge virale","A, B, C",pharmacie
"Dans le cadre d’une enquête épidémiologique, les habitants d’une petite ville sont soumis à une surveillance médicale pendant de nombreuses années. Décès, maladies et facteurs de risque sont relevés. De quel type d’enquête s’agit-t-il ?",Enquête rétrospective,Enquête cas-témoin,Enquête de cohorte,Enquête prospective,Enquête exposés – non exposés,"C, D",pharmacie
"Parmi les propositions suivantes, laquelle concerne l’insuline et ses dérivés ?","En dehors des phénomènes allergiques, il n’existe pas de contre-indications au traitement par l’insuline s’il est nécessaire",L’insuline est une protéine linéaire,L’insuline isophane comporte trois atomes de zinc,Les besoins en insuline sont augmentés lors de l’administration de béta-bloquants,L’hypoglycémie est un effet indésirable rare de l’insulinothérapie,A,pharmacie
"Parmi les propositions suivantes à propos de Campylobacter jejuni, laquelle est exacte ?",C’est un bacille Gram positif,Cette bactérie est résistante aux céphalosporines de 3ème génération,C. jejuni peut provoquer des infections intestinales,La transmission se fait principalement par voie hématogène,C’est le principal germe responsable des colites pseudo-membraneuses,C,pharmacie
Quelle est la proposition exacte à propos de l’International Normalized Ratio ?,Il n’est pas influencé pas des facteurs nutritionnels ou pathologiques,Il est théoriquement indépendant des réactifs utilisés,Il n’est utile que dans le cadre de la surveillance d’un traitement par anti-coagulants oraux,"S’il est supérieur à 7, le patient risque de thromboser spontanément","Il doit être compris entre 2 et 3 chez tous les patients sous anti-vitamine K, quel que soit le contexte.",B,pharmacie
"Parmi les réponses suivantes, laquelle (lesquelles) est (sont) juste(s) à propos de Mycobacterium tuberculosis ?",Ils ne sont pas visibles après coloration de Gram,Leur épaisse paroi lipidique explique en partie leur résistance aux antibiotiques courants,L’identification et la détection de gènes de résistance peut se faire par biologie moléculaire,Le vaccin préparé à partir de certaines souches de M. tuberculosis confère une meilleure protection contre la forme pulmonaire que contre les formes osseuse et rénales,L’infection à M. tuberculosis fait l’objet d’une déclaration obligatoire,"A, B, C, E",pharmacie
"Parmi les signes biologiques suivants, lequel n’est pas retrouvé chez un patient souffrant d’une pancréatite aiguë ?",Lipasémie augmentée,Amylasémie augmentée,LDH élevée,Hypoglycémie franche,Elevation de la CRP,D,pharmacie
"Parmi les paramètres statistiques suivants, lequel n’est pas un paramètre de dispersion ?",Variance,Coefficient de variation,Mode,Ecart-type,Etendue,C,pharmacie
"En cas d’urgence vitale, et dans l’hypothèse où le groupe sanguin du patient est inconnu, on peut transfuser du plasma venant d’un donneur dont le groupe sanguin est :",A,B,AB,O,Toutes les réponses ci-dessus conviennent,C,pharmacie
"On étudie l’effet activateur de deux agonistes A et B sur la voie de l’adénylate cyclase. On obtient les résultats suivants (les valeurs obtenues pour A et B sont significativement différentes) : Pour l’agoniste A : Emax = 80%, EC50 = 0,06 µM Pour l’agoniste B : Emax = 60%, EC50 = 5 nM Parmi les propositions suivantes, laquelle est exacte ?",A est aussi puissant que B,A est plus puissant que B,A est plus efficace que B,A est aussi efficace que B,A est moins efficace que B,C,pharmacie
Quelles sont les propositions qui ne concernent pas les anti-inflammatoires stéroïdiens ?,Ce sont des molécules hyperglycémiantes,Ils ne sont jamais utilisés chez la femme enceinte,Ils constituent une alternative aux sétrons,Ils n'ont pas d'effet sur le système immunitaire,Ils peuvent être stoppés brutalement lorsque les symptômes ont disparu,"B, D, E",pharmacie
"Parmi les effets indésirables suivants, lesquels sont attribuables à la carbamazépine ?",Rétention d'eau,Dystonie et myoclonies,"Diplopie, vision brouillée et vertiges",Hyperplasie gingivale,Rétrécissement concentrique du champ visuel,"A, C",pharmacie
"Parmi les caractères suivants, lesquels sont retrouvés chez Neisseria meningitidis ?",Capsule,Type respiratoire anaérobie strict,Sensible à l'amoxicilline seule,Oxydase positive,Bactéries roses après coloration de Gram réalisée correctement,"A, C, D, E",pharmacie
"À propos de l'électrophorèse des protéines, quelles sont les réponses exactes ?",Les protéines sont séparées en fonction de leur point isoélectrique,"Sur un gel d'électrophorèse, l'albumine est située dans la bande la plus proche de l'anode",On utilise un gradient de pH,"Lorsque qu'on observe un pic d'aspect monoclonal dans la zone des gammaglobulines, il est intéressant de réaliser l'électrophorèse des protéines urinaires",On doit s'intéresser pour l'interprétation à la fois au pourcentage et à la concentration de chaque fraction protéique,"B, D, E",pharmacie
Quelle(s) est (sont) la (les) réponse(s) exacte(s) parmi les suivantes ? Les infections nosocomiales…,Sont absentes à l’admission du patient,Font l’objet d’une surveillance au niveau local par le CCLIN,Sont principalement d’origine mycosique,Apparaissent après un délai minimal de 48 heures d’hospitalisation,Les bactéries responsables sont plus résistantes aux antibiotiques que les bactéries communautaires,"A, D, E",pharmacie
"Dans le cas de l’asthme, quelle(s) est (sont) la (les) propositions exactes ?",Le stade I de la maladie asthmatique correspond à un asthme persistant sévère,"Lors d’une crise, on observe une broncho-constriction et une inflammation locale",Le salmétérol est un β2-stimulant à longue durée d’action,Le budésonide est inadapté au traitement de la crise d’asthme aiguë,L’acquisition de la coordination main-poumon est indispensable avant de pouvoir débuter un traitement de fond inhalé,"B, C, D",pharmacie
"Les résultats d’un bilan lipidique prélevé chez un patient à jeun sans facteur de risque cardiovasculaire sont les suivants : Triglycérides = 2,70 mmol/L HDL-cholestérol = 0,7 mmol/L Cholestérol total = 7,30 mmol/L Elévation de l’apolipoprotéine B Sérum légèrement trouble, test de crémage négatif Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exactes dans cette situation ?","LDL-cholestérol = 5,37 mmol/L","LDL-cholestérol = 6,06 mmol/L",Bilan lipidique sans anomalie notable,Dyslipidémie mixte,Dyslipidémie de classe IIb selon la classification de Fredrickson,"A, D, E",pharmacie
"A propos des facteurs de croissance hématopoïétiques, quelle(s) est (sont) la (les) réponse(s) exacte(s) ?",Ce sont des protéines recombinantes produites par génie génétique,L’activité des facteurs de croissance hématopoïétiques commercialisés ne s’exerce que sur une seule lignée,La prescription d’érythropoïétine ne doit être faite qu’après une analyse du statut martial du patient,Le filgrastim peut être administré par voie orale,La thrombopoïétine est majoritairement employée dans les cas de purpura thrombopénique idiopathique,"A, B, C",pharmacie
"Parmi les affirmations suivantes, laquelle (lesquelles) concerne(nt) l’alpha-thalassémie ?",C’est une hémoglobinopathie due à une anomalie de structure,L’anomalie ne concerne qu’un seul type des chaînes de globine,L’électrophorèse de l’hémoglobine fait partie de la démarche diagnostique,Elle se caractérise par une anémie microcytaire et hypochrome,Elle ne se manifeste pas chez l’enfant avant l’âge de 5 ans,"B, C, D",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) permettent d’évaluer la gravité d’une pancréatite :",Elévation des phosphatases acide,Hypocalcémle,Hyperamylasémie,Hyperleucocytose,Hyperphosphorémie,"B, D",pharmacie
La synthèse de sérotonine provient de l’hydroxylation de :,Tyrosine,Dopamine,Tryptophane,Glutamate,Phénylalanine,C,pharmacie
La propriété d’un test diagnostique de donner des résultats positifs chez les sujets malades est :,La sensibilité,La spécificité,La sélectivité,L’exactitude,La précision,A,pharmacie
"Parmi les propositions suivantes concernant le VIH, laquelle est exacte:",C’est un virus à ADN,L’entrée du virus dans la cellule commence par liaison de la gp41 au CD4 cellulaire,"Selon le corécepteur utilisé (CCR5 ou CXCR4), on décrit des virus à tropisme cellulaire différent",L’homologie globale entre VIH1 et VIH2 est d’environ 90%,"Dans les VIH1, le groupe O est le plus fréquent",C,pharmacie
"Un LCR hypercellulaire avec une formule panachée, une hyperprotéinorachie et une hypoglycorachie vous orientent vers une méningite due à :",Un méningocoque,Un pneumocoque,Haemophilus influenzae,Listeria Monocytogenes,Escherichia Coli,D,pharmacie
"Parmi les propositions suivantes concernant la crise de goutte, laquelle est exacte :",Est plus fréquente que l’hyperuricémie,On retrouve des cristaux de pyrophosphate de calcium dans les articulations,La fonction articulaire n’est jamais retrouvée après un accès aigu,Le liquide articulaire ponctionné est riche en polynucléaires,Les cristaux de sodium sont de forme arrondie,D,pharmacie
Quelle proposition parmi les suivantes ne concerne pas la pneumopathie à Pneumocystis jirovecii ?,Il s’agit d’une des affectons opportunistes les plus courantes en France,Le diagnostic de certitude se fait par la mise en évidence de kystes ou de trophozoïtes dans le Lavage Broncho-Alvéolaire du patient,C’est une affection traduisant le passage au stade SIDA,Le traitement et la prévention reposent sur le cotrimoxazole en première intention,L’agent pathogène est de la même famille que Toxoplasma gondii,E,pharmacie
"A propos des syndromes myélodysplasiques, quelle est la proposition fausse ?",La fréquence de survenue est plus importante chez les personnes âgées que dans le reste de la population,On peut retrouver plus de 5% de blastes dans la moelle osseuse,Ce sont des pathologies d’évolution lente et peu symptomatiques,On observe des anomalies des trois lignées sanguines en même temps,Le myélome multiple n’est pas un syndrome myélodysplasique,D,pharmacie
Quelles sont les affirmations exactes ? Treponema pallidum...,Est une fine spirale rose pâle sur une coloration de Gram,Ne se cultive pas,Les patients souffrant d’une neurosyphillis sont contagieux,La sérologie est en général informative,L’infection se traite en monothérapie,"A, B, D, E",pharmacie
"Parmi les signes suivants, lesquels sont évocateurs d’une infection à Schistosoma mansoni ?",Asthénie,Diarrhées,Hématurie,Ascite,Granulomes dans les tissus visibles à la radiographie,"A, B, D, E",pharmacie
Quelles sont les propositions exactes parmi les suivantes ? Le tritium...,Possède deux neutrons de plus qu’un atome d’hydrogène,Est un émetteur gamma,Emet des radiations arrêtées par un écran de plexiglas,Possède une période radioactive comparable à celle du 14C,Doit faire l’objet de filières d’élimination spécifiques,"A, C, E",pharmacie
"Quelles sont les affirmations fausses, concernant les troubles du métabolisme osseux ?",La maladie de Paget induit une hypocalcémie,Les cancers de la prostate et du sein métastasent fréquemment dans l’os,L’ostéomalacie est due à un défaut de synthèse de parathormone,L’ostéodystrophie rénale est due à un défaut d’hydroxylation de la vitamine D,L’augmentation des phosphatases alcalines est un marqueur spécifique des troubles de la fonction osseuse,"A, C, E",pharmacie
Quelles propositions parmi les suivantes sont exactes à propos des médicaments de la goutte ?,La colchicine est un hypouricémiant,L’allopurinol est utilisé en traitement de fond de la goutte,La rasburicase est employée dans le traitement des crises de goutte,Le probénécide inhibe la réabsoption tubulaire des urates,La colchicine doit être associée aux autres anti-goutteux en début du traitement,"B, D, E",pharmacie
"Parmi les affirmations suivantes, laquelle concerne l’acétylcholine ?",La biosynthèse s’effectue dans les cellules musculaires lisses,C’est une molécule polycyclique,Les deux types de récepteurs sont les nicotiniques et les muscariniques,Elle est dégradée par la Cathécolamine-O-Méthyl-Transférase,Elle peut induire une bronchodilatation et une vasoconstriction,C,pharmacie
"Parmi les anti-épileptiques suivants, lequel produit son effet par action sur les canaux calciques ?",Vigabatrine,Ethosuximide,Carbamazépine,Valproate de sodium,Diazépam,B,pharmacie
"Parmi les parasites suivants, lequel appartient à la classe des Trématodes et infeste son hôte par ingestion ?",Taenia saginata,Echinococcus granulosus,Fasciola hepatica,Schistosoma mansoni,Enterobius vermicularis,C,pharmacie
"Parmi les affirmations suivantes, laquelle (lesquelles) est (sont) exactes (s)? Méthodes utilisant la réaction antigène-anticorps",Les réactions d’immuno-précipitation sont basées sur la formation d’un complexe immun insoluble,La néphélémétrie correspond à la capacité des complexes antigènes-anticorps à diffuser la lumière,L’immunofixation est utilisée pour typer les immunoglobulines monoclonales,Les méthodes ELISA ne sont jamais basées sur le principe de compétition,"Dans les techniques LIA, les anticorps monoclonaux sont marqués avec un radio-isotope","A, B, C",pharmacie
"Parmi les affirmations suivantes, laquelle (lesquelles) est (sont) applicables à l’amiodarone ?",L’amiodarone favorise la sortie du potassium intra-cellulaire,C’est un antiarythmique de classe II,La photosensibilisation au cours du traitement est très fréquente,L’amiodarone peut provoquer une hypothyroïdie,L’amiodarone peut provoquer des torsades de pointe,"C, D, E",pharmacie
"Parmi les affirmations suivantes, laquelle (lesquelles) concerne(nt) la molécule dont la structure chimique est la suivante ?",C’est un anti-cancéreux,Son excès est responsable à long terme de troubles cardio-vasculaires,Son métabolisme est modifié en cas d’insuffisance hépato-cellulaire,Elle peut être associée au paracétamol dans une forme galénique,Elle est fortement fixée à l’albumine sérique,"B, C",pharmacie
"A propos du virus de l’hépatite C (VHC), quelle(s) est (sont) la (les) réponse(s) exacte(s) ?",C’est un virus à ARN monocaténaire,Il produit un effet cytopathogène en banc de poissons lorsqu’il est cultivé sur fibroblastes,La majorité des patients infectés par le VHC vont évoluer vers la chronicité,La quantification du génome viral est indispensable au suivi clinique et thérapeutique,Un patient ayant contracté une hépatite C acquiert une immunité contre le VHA et le VHB,"A, C, D",pharmacie
"Parmi les classes d’antibiotiques suivantes, laquelle utilise-t-on en première intention pour le traitement d’une angine streptococcique dans la cas d’une allergie à la pénicilline ?",Tétracyclines,Macrolides,Glycopeptides,Sulfamides,Phénicolés,B,pharmacie
Quel est le principal neuro-transmetteur impliqué dans la maladie de Parkinson ?,Adrénaline,Acétylcholine,Dopamine,GABA,Sérotonine,C,pharmacie
"Parmi les affirmations suivantes, laquelle est inexacte ? Le peptide C…",Est produit équimolairement à l’insuline,N’a pas d’activité biologique connue,Est linéaire,A une demi-vie trois fois plus courte que celle de l’insuline,Est produit par les cellules β des ilôts de Langerhans,D,pharmacie
Quelles sont les propositions exactes à propos des neuroleptiques atypiques ?,La risperidone en fait partie,Ces molécules sont dites « anti-productives »,Ils bloquent les récepteurs dopaminergiques de type D2,Leur activité est la même sur tous les types de récepteurs,On n'observe jamais de syndrome malin des neuroleptiques lors de leur utilisation,"A, B, C",pharmacie
Quelles affirmations parmi les suivantes sont applicables pour le diagnostic d'une septicémie ?,Une septicémie est toujours due à l'embolisation d'un foyer interne,"Si on retrouve un staphylocoque à coagulase négative dans les hémocultures, on peut penser à une contamination au moment du prélèvement",On ne retrouve jamais de germes anaérobies stricts,"Si aucune croissance bactérienne n'est observée dans les hémocultures au bout de deux jours, le diagnostic de septicémie peut être écarté",Les hémocultures doivent être répétées pour être contributives,"A, B, E",pharmacie
"Parmi les propositions suivantes décrivant les effets indésirables des anti-cancéreux, lesquelles sont exactes ?",Les alcaloïdes de la pervenche provoquent une neurotoxicité,Le MESNA protège de la toxicité vésicale du cyclophosphamide,Les alkylants à haute dose induisent l'infertilité,Les nitrosourées provoquent des fibroses pulmonaires,Le cisplatine provoque des nécroses biliaires,"A, B, C, D",pharmacie
Quelles sont les propositions exactes à propos de la maladie de Kahler ?,C'est une pathologie lymphoïde maligne,On observe dans la moelle osseuse une prolifération de plasmocytes anormaux,Les immunoglobulines produites par les cellules clonales sont fonctionnelles et participent à l'immunité adaptative,L'immunoélectrophorèse est indispensable au diagnostic,La symptomatologie est bruyante et d'apparition soudaine dans la majorité des cas,"A, B, D",pharmacie
Quelle(s) est (sont) la (les) proposition(s) exacte(s) parmi les suivantes à propos du cannabis ?,L’activation des circuits dopaminergiques au niveau cérébral est modérée,"Les cannabinoïdes, dont fait partie le tétrahydrocannabinol (THC), sont responsables des effets observés",Le THC active les récepteurs opiacés,Les décompensations psychotiques surviennent chez plus de 30% des consommateurs,"La détection du THC peut se faire, entre autres, dans le sang et les urines","A, B, E",pharmacie
"Parmi les germes suivants, lequel (lesquels) peut (peuvent) être classiquement responsable(s) d’une pneumopathie communautaire ?",Pseudomonas aeruginosa,Streptococcus pneumoniae,Salmonella spp.,Haemophilus influenzae,Listeria monocytogenes,"B, D",pharmacie
"Concernant la structure des immunoglobulines, quelle(s) est (sont) la (les) proposition(s) vraie(s) ?","La chaîne lourde contient au moins quatre domaines, quel que soit son type",Toutes les immunoglobulines possèdent une région charnière,Les IgA et IgM polymérisées sont liées à une pièce sécrétoire,Le site de reconnaissance de l’antigène est uniquement composé des régions aminoterminales des chaînes légères,Ce sont des glycoprotéines,"A, C, E",pharmacie
"Parmi les paramètres biologiques suivants, lequel (lesquels) présente(nt) une concentration plasmatique diminuée en cas d’insuffisance hépato-cellulaire ?",Urée,Cholestérol total,Triglycérides,Albumine,IgA,"A, B, D",pharmacie
L’infarctus du myocarde,est réversible,est une destruction cellulaire rapide,montre un sus-décalage ST,montre une onde Q de nécrose,Aucune de ces réponses n'est exacte,"B, C, D",pharmacie
"Parmi les propositions suivantes concernant des anomalies du LCR, laquelle (lesquelles) permettent d’orienter vers une étiologie bactérienne :",Hypoglycorachie,Protéinorachie normale,Hypochlorurorachie,PNN en amas,Présence d’hématies,"A, C, D",pharmacie
"Parmi les propositions suivantes concernant la Trichomonose Urogénitale, laquelle (lesquelles) est (sont) exacte(s) :",La forme kystique du parasite se transmet lors de rapports sexuels,La femme souffre généralement de leucorrhés et de prurit vulvaire,Elle est souvent associée à une autre MST,Son diagnostic repose sur la sérologie,Se traite par 5 nitro imidazolés,"B, C, E",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) peut (peuvent) être rencontrée(s) chez un hémophile A :",Un temps de saignement très allongé,Un déficit de l’agrégation plaquettaire,Un temps de Quick normal,Un Temps de Thrombine allongé,Un Temps de Céphaline Activé allongé,"C, E",pharmacie
Les cellules hyperbasophiles retrouvées sur le frottis au cours d’un syndrome mononucléosique sont :,Des lymphocytes B activés,Des lymphocytes T activés,Des monocytes,Des Lymphoblastes,Des Monoblastes,B,pharmacie
"Parmi les propositions suivantes concernant l’antigénémie pp65, laquelle est exacte :",Est une méthode détection du CMV dans le sang,Est une méthode détection du VIH dans le sang,Est une méthode de détection des virus Herpès dans le sang,Est une méthode qualitative,Est une méthode de culture virale,A,pharmacie
"Devant un allongement du Temps de saignement, on recherche en priorité :",Un allongement du Temps de Céphaline Activé,Un allongement du Temps de Prothrombine,Une thrombopénie,Une diminution du fibrinogène,Un allongement du Temps de Thrombine,C,pharmacie
Les anomalies de l’hémostase rencontrées au cours d’une polyglobulie de Vaquez sont dues à :,Une thrombopénie,Un déficit en protéine C,Une diminution du fibrinogène,Une thrombopathie,Une mutation du facteur V Leyden,D,pharmacie
Quelles situations pathologiques peuvent être évoquées devant un fibrinogène à 1 g/L ?,Traitement par anti-vitamine K,Coagulation intra-vasculaire disséminée,Insuffisance hépato-cellulaire,Maladie congénitale,Syndrome inflammatoire,"B, C, D",pharmacie
"Parmi les cellules suivantes, lesquelles sont des cellules présentatrices de l’antigène ?",Thyréocytes,Lymphocytes B,Cellules hématopoïétiques,Macrophages,Lymphocytes T,"B, C, D",pharmacie
Quelles affirmations parmi les suivantes concernent la béta-oxydation des acides gras ?,Elle se déroule dans la mitochondrie,La transformation des acides gras produit moins d’énergie que le métabolisme du glucose,Des transporteurs spéciaux permettent le passage des membranes des organites cellulaires,Elle comporte deux étapes d’oxydation,La molécule produite au final est de l’acétyl-CoA qui est un carrefour métabolique,"A, C, D, E",pharmacie
"Parmi les situations suivantes, lesquelles sont compatibles avec une élévation de la kaliémie ?",Traitement par le furosémide à fortes doses,Traitement d’un lupus cutané par la prednisone,Traitement anti-hypertenseur par le ramipril,Acidocétose diabétique,Maladie d’Addison non traitée,"C, D, E",pharmacie
"A propos des anti-helmintiques, quelles sont les propositions exactes ?",On utilise fréquemment les dérivés du benzimidazole,L’albendazole agit en inhibant la réplication de l’ADN,Le pyrantel peut être employé chez l’insuffisant hépatique,Le flubendazole est inactif sur les anguillules,"Les trois molécules précédemment citées sont employées dans le traitement de l’ascaridiose, de l’oxyurose et de l’ankylostomose","A, D, E",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) sont exactes ? Une béta-lactamase à spectre étendu…",Peut être produite par E. coli,Est une pénicillinase,Est une céphalosporinase,Est théoriquement inhibée par l’acide clavulanique,Est un phénomène de résistance chromosomique naturel,"A, B, D",pharmacie
"Parmi les critères suivants, lequel (lesquels) s’applique(nt) à un test utilisé dans un but de dépistage ?",Spécificité supérieure à la sensibilité,Sensibilité proche de 100%,Valeur Prédictive Positive proche de 100%,Valeur Prédictive Négative proche de 100%,Robustesse moyenne,"B, D",pharmacie
"Parmi les affirmations suivantes, laquelle (lesquelles) concernent le furosémide ?",Il possède un effet hyperuricémiant,Il agit principalement au niveau de l’anse de Henlé,C’est un antagoniste de l’aldostérone,Il peut être associé aux salicylés,Il est contre-indiqué en cas de lithiase urinaire,"A, B, D, E",pharmacie
Quelle(s) proposition(s) parmi les suivantes concerne(nt) une intoxication aux pesticides organophosphorés ?,La contamination peut se faire par aérosols ou par ingestion,Le tableau clinique classique correspond au syndrome muscarinique,Il existe un risque mutagène par formation d’adduits,Il n’existe pas d’antidote spécifique,L’atropine peut être employée pour traiter les troubles cardiaques,"A, B, D, E",pharmacie
Dans quelle(s) parasitose(s) parmi les suivantes retrouve-t-on la triade de Fontan ?,Leishmaniose viscérale,Taeniasis,Amibiase hépatique,Bilharziose,Hydatidose,C,pharmacie
"Parmi les virus suivants, lequel est le plus fréquemment responsable d’infection congénitale ?",Cytomégalovirus,Hépatite B,Virus de l’immunodéficience humaine,Rubéole,Varicelle,A,pharmacie
Laquelle de ces propositions n’est pas une contre-indication à l’emploi du Colchimax® ?,Exposition au soleil,Glaucome par fermeture de l’angle,Obstacle urétro-prostatique,Insuffisance hépatique sévère,Insuffisance rénale sévère,A,pharmacie
Quelle est la réponse fausse parmi les suivantes ? Les comprimés gastro-résistants…,Sont des formes galéniques à libération modifiée,Sont généralement recouverts d’un dérivé de la gélatine,Doivent se dissoudre en milieu neutre ou légèrement alcalin,"Doivent, selon la Pharmacopée, satisfaire à un essai de résistance en milieu acide",Ne sont pas soumis au test d’uniformité de masse s’ils sont enrobés,B,pharmacie
"Parmi les réponses suivantes, laquelle est exacte ? Les LDL…",Sont principalement composées de triglycérides,Contiennent l’apolipoprotéine C,Sont synthétisées essentiellement dans le foie,Interagissent avec leurs récepteurs par l’intermédiaire de l’apolipoprotéine B100,Proviennent directement de la lipolyse des chylomicrons,D,pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s) ?",La chimiothérapie agit à la fois sur le foyer tumoral initial et sur les métastases,La vincristine n’a aucun effet sur le processus mitotique,Le méthotrexate a pour cible principale la dihydrofolate réductase,Les dérivés de platine peuvent être employés dans de nombreux types de cancer,Les agents alkylants produisent des dérivés nucléophiles très réactifs,"A, C, D",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) ne s’applique(nt) pas aux infections urinaires basses de la femme jeune ?",Il n’y a pas ou peu de fièvre associée,Les germes les plus fréquemment identifiés appartiennent à la famille des entérocoques,La prolifération bactérienne se fait dans la vessie et le parenchyme rénal,La leucocyturie est généralement < 10 000 / mL,Une antibiothérapie probabiliste mono-dose est généralement proposée en première intention,"B, C, D",pharmacie
"Parmi les affirmations suivantes, laquelle (lesquelles) est (sont) exacte(s) ? La biodisponibilité d’un principe actif…",Dépend de sa voie d’administration,Ne peut pas être modifiée par des modulations de la structure chimique du principe actif,Est définie comme la fraction de la dose administrée qui atteint la circulation générale,Est évaluée par la pente de la courbe : concentration = f(temps),Permet de calculer le volume apparent de distribution de ce principe actif,"A, C, E",pharmacie
"Parmi les affirmations suivantes, laquelle (lesquelles) s’applique(nt) aux dermatophytes ?",Tous les dermatophytes produisent des spores par multiplication asexuée,Tous les dermatophytes ont une affinité pour la kératine,Microsporum canis peut provoquer des herpes circinés,Trichophyton rubrum se distingue de Trichophyton mentagrophytes par la présence de macroconidies caractéristiques,Le traitement d’un onyxis à T. rubrum dure en moyenne trois semaines,"A, B, C",pharmacie
"Concernant le vaccin R.O.R., quelle(s) proposition(s) parmi les suivantes est (sont) exacte(s) ?","Il protège contre les bactéries responsables de la rougeole, des oreillons et de la rubéole",C’est un vaccin vivant atténué,Il peut être administré à un patient traité au long cours par corticoïdes,Ce vaccin combiné ne peut pas être utilisé si le patient a déjà contracté l’une de ces trois pathologies,La vaccination est obligatoire avant l’âge de 24 mois,B,pharmacie
L’infarctus du myocarde,cède à la prise d’un dérive nitré,son étiologie principale est l’angine de poitrine,sa localisation est le plus souvent étendue (> 2cm),nécessite de l’aspirine dans sa prise en charge thérapeutique,Aucune de ces réponses n'est exacte,"B, C, D",pharmacie
Concernant les Anticancéreux :,les antinéoplasiques peuvent montrer des spécificités de phase,la chimiothérapie atteint les cellules malignes en cycle,peuvent être responsables d’hypercalcémie,ont généralement une marge thérapeutique étroite,Aucune de ces réponses n'est exacte,"A, B, C, D",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) peut (peuvent) s’accompagner d’une hyperkaliémie :",Alcalose métabolique,Ischémie aigüe d’un membre,Hémolyse aigüe,Insuffisance rénale,Coma diabétique avec cétose,"B, C, D, E",pharmacie
"Parmi les propositions suivantes, dans laquelle (lesquelles) de ces hémopathies une hyperuricémie est fréquemment rencontrée :",Polyglobulie primitive,Myélome,LMC,LLC,Splénomégalie myéloïde,"A, C, E",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) constitue(nt) des contre-indications à l’utilisation de Statines:",Grossesse,Allaitement,Affection hépatique évolutive,Myopathie,Elévation prolongée des transaminases supérieures à 3 fois la valeur normale,"A, B, C, D, E",pharmacie
"Parmi les propositions suivantes, quelle(s) bactérie(s) ont une résistance naturelle à la gentamycine :",Streptococcus pneumoniae,Enterococcus faecalis,Clostridium perfringens,Enterobacter cloacae,Neisseria gonorrhoeae,"A, B, C",pharmacie
"Parmi les propositions suivantes concernant le syndrome de cholestase, laquelle (lesquelles) est (sont) exacte(s) :",On trouve des selles décolorées par la présence de stercobiline,On peut voir apparaître un prurit,Le cholestérol augmente par diminution de son excrétion biliaire,Les acides biliaires augmentent dans le tractus digestif,Le dosage du facteur V de la coagulation est normal,"B, C, E",pharmacie
"Un patient présente une anémie inflammatoire à 85 g/L. Parmi les propositions suivantes, laquelle (lesquelles) est (sont) compatibles avec ce diagnostic ?",VGM = 120 fl et réticulocytes = 15 G/L,VGM = 80 fl et réticulocytes = 10 G/L,Ferritine effondrée,VGM = 75 fl et réticulocytes = 150 G/L,VGM = 90 fl et réticulocytes = 20 G/L,"B, E",pharmacie
"Parmi les propositions suivantes concernant les benzodiazépines, laquelle est utilisée dans le traitement de l’épilepsie :",Bromazépam,Midazolam,Alprazolam,Clonazépam,Flunitrazépam,D,pharmacie
