question,answer_A,answer_B,answer_C,answer_D,answer_E,correct_answers,subject_name
"Regarding antidepressants, what are the exact proposals?",Mirtazapine is a selective serotonin reuptake antidepressant,Milnacipram is a serotonin and norepinephrine reuptake inhibitor,Venlafaxine is a serotonin and norepinephrine reuptake inhibitor,Clomipramine is an antidepressant of the MAOI class,Sertraline is an imipramine antidepressant,"B, C",pharmacy
Which of the following statements regarding cardiac markers is (are) wrong?,Myoglobin is an earlier marker than troponins.,Myoglobin is a nonspecific marker of myocardial infarction (MI).,Elevated troponin is a definitive diagnosis of MI.,The troponin assay is carried out using an enzyme-linked immunosorbent technique.,Troponins appear 8 hours after an MI.,E,pharmacy
"Among the following, which pathology(s) may be accompanied by an increase in serum uric acid?",Paget's disease,MA Dad’s Cushing,Type 1 glycogenosis,The Child Syndrome,Paroxysmal nocturnal hemoglobinuria,"A, C, D",pharmacy
Which of the following statements regarding dermatophytes is (are) correct:,These are saprophytic mushrooms,Microsporic ringworms are most often caused by M. Canis,The sample must be taken from the center of the lesion,They can cause distal onychomycosis,T. rubrum is an anthropophilic species,"B, D, E",pharmacy
The regulatory mechanism(s) in eukaryotes is (are) post-transcriptional.,Cytosine methylation,Alternative promoters,Alternative epissage,mRNA storage,Histone acetylation,"C, D",pharmacy
Which of the following statements regarding digoxin is/are correct:,It is an inotropic and bathmotropic molecule +,It is a drug with a narrow therapeutic margin,Elimination is renal,"During poisoning, hypokalemia is a marker of severity",There is no antidote for the treatment of this poisoning.,"A, B, C",pharmacy
Which of the following statements is incorrect?,Nefopam (ACUPAN) is a Tier II peripheral analgesic,The irreversible inhibition of platelet COX 1 gives ASPIRIN antiplatelet aggregation properties.,Oral buprenorphine is always administered sublingually due to its strong first-pass hepatic effect.,NSAIDs are contraindicated with high-dose methotrexate,"At an anti-inflammatory dose, ASPIRIN has a uricosuric effect.",A,pharmacy
Which of the following statements is true?,"Cocaine is a psychodysleptic that can cause hyperthermia, mydriasis, tachycardia and seizures",LSD is a psychodysleptic substance that can cause physical and psychological dependence,Ecstasy has a high affinity for the serotonin receptor and is a peripheral adrenergic receptor agonist,Naltrexone is the antidote used in opiate poisoning. It should not be administered too quickly due to the risk of a withdrawal syndrome.,6 monoacetylmorphine is a metabolite of heroin which can be measured in the urine up to 7 hours after taking it.,"C, E",pharmacy
Give the correct proposition(s) about L. infantum leishmaniasis,It is a disease contagious by blood transfusion.,"It is a zoonosis whose main reservoir, in our regions, is Man.",The clinical picture is dominated by chronic digestive bleeding,"The vector of this disease is a biting dipteran insect, the Sandfly.","It is not encountered, in a normal way, in France.","A, D",pharmacy
Which of the following characteristics applies to pneumococcus?,belongs to the genus Streptococcus,the upper part of the respiratory system is its natural habitat,can be the cause of purulent conjunctivitis,is easy to grow,does not have catalase,"A, B, C, E",pharmacy
The karyotype:,is the set of chromosomes of an individual,is analyzed to highlight translocations between chromosomes,may differ from one individual to another belonging to the same species in the absence of pathologies,includes 22 pairs of chromosomes in humans,is analyzed during DNA replication,"A, B, C",pharmacy
Regarding small volume packaging (ampoule type):,They must be clear.,They must be sterile.,They must be non-pyrogenic.,They must be isotonic.,They require the determination of the particle size of the active ingredient.,"A, B",pharmacy
Which of the following statements regarding VLDL is incorrect?,They contain apoprotein B-100,They transport endogenous triglycerides,They transport dietary triglycerides,They are degraded by lipoprotein lipase (LPL),They are the precursors of LDL,C,pharmacy
"Among the following propositions, only one is correct: During Chronic Lymphocytic Leukemia, the myelogram shows:",A lymphocyte population > 20%,A blast population > 20%,An increase in granular lineage,An increase in the erythrocyte lineage,The presence of Auer rods in blasts,A,pharmacy
Which of the following statements about the hepatitis B virus is false?,It is an RNA virus,It belongs to the Hepadnaviridae family.,It has a lipoprotein envelope,It has a capsid,It can be transmitted through blood,A,pharmacy
Which of the following applies to Pseudomonas aeruginosa?,It's an enterobacterium,It is a facultative aero-anaerobic bacteria,It is a bacteria sensitive to aminopenicillins,It is a bacteria which is part of the commensal flora of healthy subjects.,It is an agent of nosocomial infections,E,pharmacy
Which of the following statements regarding lithium poisoning is(are) correct:,Acute poisoning in the treated subject is more serious than in the untreated subject,"During acute poisoning, we find neurological and digestive signs","During treatment, charcoal is administered orally.",Dimercaprol is an effective antidote,Lithium can be measured in the blood,"A, B, E",pharmacy
Which of these statements regarding spironolactone is (are) false?,It is contraindicated in case of pregnancy,It is often associated with aldosterone,It is an antagonist of AT2 receptors,It is an alternative to IEC,It requires daily monitoring of serum creatinine.,"B, C, E",pharmacy
Among the following propositions indicate which one is not attributable to lead poisoning:,Encephalopathy,Chronic interstitial nephropathy,Inhibition of erythrocyte membrane Na-K-ATPase,Presence of punctate red blood cells in the blood,Megaloblastic anemia,E,pharmacy
A paraclinical examination was tested on 200 patients and 400 controls. The examination was positive in 150 patients and 60 controls. How sensitive is it?,0.71,0.75,0.85,0.87,0.95,B,pharmacy
On which sample is the direct diagnosis of giardiasis made?,Cerebrospinal fluid,In this,Sang,Urines,Spit,B,pharmacy
Which of these statements is false?,"Aspergillus fumigatus is a filamentous, very opportunistic, thermotolerant fungus.",At the end of its conidiophore there is a vesicle on which the metulae then the phialides are implanted.,Agranulocytosis is one of the contributing factors to aspergillosis.,"During mycological diagnosis, culturing is done on Sabouraud chloramphenicol medium without actidione.",The first-line treatment for IPA (invasive pulmonary aspergillosis) is IV voriconazole.,B,pharmacy
Which of the following is (are) a notifiable disease(s):,Hepatitis C,Saturnism in minor children,Hepatitis A,Salmonella Typhimurium diarrhea,THAT'S IT,"B, C, E",pharmacy
"Among the following statements about Legionella pneumophila, check the wrong answer(s):",Is a strict anaerobic bacteria,Requires media enriched in cysteine ​​and iron for its growth,These are bacteria found in environmental water.,Is an intracellular bacteria,Is sensitive to beta-lactams,"A, E",pharmacy
"Regarding the physiological effects of thyroid hormones, what are the correct propositions?",stimulate growth in length and width of bones,Decrease intestinal absorption,Increase cellular uptake of carbohydrates,Increase protein catabolism,Reduce glycolysis,"C, D",pharmacy
Which of the following is correct?,One of the possible etiologies of Graves' disease is bilateral adrenal tuberculosis.,"In Addison's disease ACTH is increased, plasma cortisol is decreased, and aldosterone is decreased.","In 21-hydroxylase deficiencies, 11-deoxycorticosterone (DOC) is increased",Conn's adenoma is the most common etiology of secondary hyperaldosteronism,Cushing's disease affects men more often than women,"B, D",pharmacy
Which of the following statements about the menstrual cycle is correct?,ovulation is triggered by an LH surge,"During the luteal phase, a thermal plateau is observed",The follicle transforms into a corpus luteum which regresses in the absence of ovulation,The corpus luteum secretes progesterone but not estradiol,The secretion of LH and FSH is dependent on the continuous secretion of GnRH,"A, B, C",pharmacy
Which of the following statements about karyotype is (are) correct:,Made from metaphase cells,"To be functional, a chromosome must have 2 centromeres and 1 telomere","Chromosomes 13, 14, 15, 21 and 22 are acrocentric",R bands are weakly marked by dyes,Chromosome structure abnormalities are more common than number abnormalities,"A, C, D",pharmacy
Which of the following statements regarding toxoplasmosis is (are) correct:,The definitive host is the cat,It is an opportunistic infection,Tachyzoites are eliminated in the stools,Acquired toxoplasmosis in immunocompetent people is most often symptomatic.,"In the event of a positive antenatal diagnosis, the mother will be treated with spiramycin.","A, B",pharmacy
Which of the following statements is true?,Flumazenil (ANEXATE) is effective on zopiclone and zolpidem,Flumazenil can be administered orally,Flumazenil has anti-convulsant properties,Flumazenil acts very quickly (30 to 60 seconds),The short half-life of Flumazenil (lower than that of most benzodiazepines) may require maintenance treatment.,"A, D, E",pharmacy
Which of the following statements is incorrect?,A therapeutic window must be respected between two long-acting nitrate derivatives,The main adverse effects of aliskiren (RASILEZ) are digestive disorders and the risk of hypokalemia,Ivabradine is a selective inhibitor of If current and a potent inducer of cytochrome 3A4,Verapamil and Diltiazem are bradycardic calcium channel blockers,Calcium blockers are class II antiarrhythmics in the Vaughan Williams classification.,"B, C, E",pharmacy
Which of the following statements regarding the diagnosis of diabetes is true?,A diagnosis of diabetes is made if 2 fasting blood sugar levels are found on two different days above 1.26 g/L,A diagnosis of diabetes is made if 2 fasting blood sugar levels are found on two different days above 6 mM,A diagnosis of diabetes is made if blood sugar levels above 2 mM are found at any time of the day,"In the oral glucose tolerance test, 75 g of glucose in 300 mL are ingested in 5 minutes. Blood sugar levels are measured at t + 2 hours and at t + 4 hours.",A diabetic's blood glucose levels two hours after an OGTT test will be greater than 2g/L or 11.1 mM.,"A, E",pharmacy
Which of the following statements is true?,Primary deficiencies of the B lineage are the cause of opportunistic germ infections with intracellular development,HyperIgM syndrome is a primary B lineage deficiency affecting boys and manifested by recurrent infections from birth.,T lineage deficiencies manifest as failure to thrive and opportunistic infections with intracellular development,Septic granulomatoses are immune deficiencies of natural immunity in which bactericidal is ineffective due to NADPH reductase deficiency.,75% of immune deficiencies are primary B lineage deficiencies,"C, E",pharmacy
Which of the following statements is true?,Systemic lupus erythematosus (SLE) is a nonspecific organ connective tissue disease.,"In SLE, the TCA always elongated.",SLE is always accompanied by an increase in CRP,"In lupus, pregnancy and estrogen intake are aggravating unlike rheumatoid arthritis.",Antinuclear autoantibodies are always found in lupus and are detected by indirect immunofluorescence,"A, D, E",pharmacy
Which of the following statements regarding phospho-calcium metabolism is (are) incorrect?,Calcitonin is hypocalciuric but phosphodiuretic,Calcitonin is secreted mainly by osteoclasts but also in very small quantities by the liver,Wild Alaskan salmon are rich in vitamin D2 unlike their farmed friends,Hypocalcemia leads to increased calcitriol production through direct activation of renal 25-OHvitaminD3 1-α-hydroxylase,"Danone® yogurts are enriched with Vitamin D3 because the latter increases the absorption of calcium at the intestinal level, bone resorption, the reabsorption of phosphate ions at the level of the proximal convoluted tubule and the prices of their delicious products","A, B, C",pharmacy
"Among these detectors used in chromatography, which one(s) is(are) universal?",Mass detector,Photoionization detector,Catharometer,Atomic emission detector,Flame ionization detector,"C, E",pharmacy
"Among the following statements, indicate which one(s) is(are) inaccurate: Among the different types of ionizing radiation, the following are electromagnetic in nature:",α particles,β particles,γ rays,X-rays,Neutrons,"A, B, E",pharmacy
"Regarding lipoprotein metabolism, which of this statement(s) is(are) incorrect:",ApoB48 is only synthesized in the intestine.,The liver synthesizes VLDL which are secreted into the blood and under the effect of LPL give IDL and HDL.,These IDL will give LDL captured by peripheral tissues thanks to APO A1.,ApoC2 stimulates LPL.,Chylomicrons are large molecules whose main role is the transport of exogenous TG.,"B, C",pharmacy
Aldosterone:,is a hypernatremic steroid hormone,has its secretion increased following a drop in blood pressure via the reninangiotensin system,stimulates renal proton secretion,has its secretion reduced in the face of hyperkalemia,has its secretion stimulated by angiotensin I,"A, B, C",pharmacy
Which of the following statements about pinworm disease is false? Prophylaxis consists of:,Treat all family members,Wash fruits and vegetables thoroughly before eating them,Wash your hands before each meal,Cut nails short,Repeat the treatment after 3 weeks,B,pharmacy
Which of these diseases is not notifiable:,Acute hepatitis,Listeriosis,Poliomyelitis,Rubella,Typhoid and paratyphoid fever,D,pharmacy
"Regarding Lupus and Rheumatoid Arthritis, which of the following is correct:",Systemic lupus is a disease of young women with a prevalence of 0.5%.,The search for anti-native DNA IgG is a very good marker in the diagnosis of Rheumatoid Arthritis.,"Sun exposure, estrogens, and certain medications can be factors contributing to the appearance of Lupus.",RA is the most common form of acute inflammatory rheumatism.,Antinuclear auto-CAs are observed in Lupus with a prevalence of 100% and are sought by the FAAR test in radioimmunology.,C,pharmacy
What is the toxic metabolite of paracetamol?,N-acetylbenzoquinone-aryl,N-acetylbenzoquinone-propyl,N-acetylbenzoquinone-imine,N-acetylaminoquinoline,N-aminobenzoquinone-imine,C,pharmacy
Which of the following statements regarding the treatment of osteoporosis is/are correct?,Bisphosphonates should be ingested with a high-fat meal,Bisphosphonate treatment increases risk of breast cancer,Bisphosphonates are contraindicated in cases of severe renal insufficiency,Treatment with strontium ranelate is contraindicated in patients with a personal history of thromboembolism.,Selective estrogen receptor modulators (SERMs) have an antagonistic effect on receptors in the skeleton and liver and agonists on receptors in the breast and uterus.,"C, D",pharmacy
Which of the following statements regarding nosocomial infections and iatrogenic risk is (are) correct:,Extrinsic imputability is based in particular on semiology,Nosocomial infections are mainly surgical site infections,The CLIN has action at the local level,"Immunosuppression, intubation and age over 65 years are risk factors","Nosocomial infection affects not only hospitalized patients, but also outpatients.","C, D, E",pharmacy
Which of these statements regarding type I diabetes is incorrect? :,It is an autoimmune disease,This is insulin resistance,It is the most common type of diabetes,Cardinal symptoms are frequently found,The main treatment is insulin therapy,"B, C",pharmacy
Which of the following statements regarding Strongyloides stercoralis is (are) correct:,It is a parasitosis linked to fecal danger,We become infected by eating food contaminated with eggs.,We can only observe rhabditoid forms,There may be a so-called malignant disseminated form in immunocompromised people.,"For treatment, flubendazole is used orally.","A, D",pharmacy
Which of the following statements is false? Hyperosmolar hyperglycemic coma:,Is rare,Is always serious,Causes acidosis,Is characterized by significant hyperglycemia,Is treated by rehydration,C,pharmacy
Which of the following medications is not contraindicated in severe IR?,Spironolactone,Hydrochlorothiazide,Furosemide,Fenofibrate,Ezetimide,C,pharmacy
"Regarding antibiotics, what is/are the correct statement(s):",Sulphonamides and third-generation cephalosporins pass the BBB well.,Fluoroquinolones and aminoglycosides have post-antibiotic activity.,Cyclins and Macrolides are bactericidal.,Macrolides and Cyclins have intracellular activity.,Rifampicin and Cyclins are widely used during the first trimester of pregnancy.,"A, B, D",pharmacy
"Concerning hemolytic anemias, which of these statements is (are) correct?",Hereditary spherocytosis is the leading cause of constitutional hemolytic anemia in France,Paroxysmal nocturnal hemoglobinuria is diagnosed by the discovery of more than 5% of cells deficient in CD55 and CD59 by flow cytometry.,Pyruvate kinase deficiency is the only acquired hemolytic anemia,Autoimmune hemolytic anemias are diagnosed using TDA (direct human antiglobulin test),"In hereditary spherocytosis, we find spontaneous autohemolysis at 37°C partially corrected by ATP but not by glucose","A, B, D",pharmacy
"In the event of exposure to blood through injury to a healthcare worker with unknown HIV, HCV and HBV serological status, what is the first emergency test to be carried out?",HIV screening in exposed subjects,HCV screening in exposed subjects,HBs Ag in source and exposed subjects,HIV testing in the source subject,HCV screening in the source subject,D,pharmacy
Which of the following distinguishes hemophilia A from Willebrand disease type I?,usual onset of bleeding signs in childhood,prolongation of the APTT proportional to the severity of the disease,prolonged bleeding time,presence of a more or less profound factor VIII deficiency,possible treatment with desmopressin,C,pharmacy
"Of the following statements characterizing chromatography columns, only one is true. Which ?",Polyethylene glycol is non-polar,B cyclodextrin can be used for chiral chromatography,Analysis time is longer in GC than in HPLC,HPLC columns are very long,the retention phenomenon is effective in exclusion chromatography,B,pharmacy
"Among the following statements characterizing physiological jaundice of the newborn, only one is false. Which ?",There is transient hepatic immaturity,It can be found in premature babies,It appears between the second and third day of life,Serum total bilirubin is greater than 300 µmol/L,The severity of this pathology is minimal,D,pharmacy
"Regarding immunosuppressants, what are the exact proposals?",Anakinra (KINERET) is an IL2 receptor antagonist,"Regular monitoring of liver enzymes and CBC should be planned during treatment with Leflunomide (ARAVA), a dihydro-orotate dehydrogenase inhibitor.",Etanercept (ENBREL) is an anti-TNF alpha monoclonal antibody,Infliximab (REMICADE) is administered as a 2-hour intravenous infusion,Adalimumab (HUMIRA) has a half-life of 70 hours,"B, D",pharmacy
Which of the following is correct?,"The mitochondrial genome is extrachromosomal, double-stranded, circular DNA.","Chromatin is made up of DNA, proteins and histones",DNA polymerase is an enzyme allowing the copying of DNA by adding nucleotides in the 3'->5' direction.,Splicing takes place during DNA transcription and involves the removal of all extronic sequences,Translation takes place in the cytoplasm,"A, E",pharmacy
"Regarding prenatal diagnosis of genetic diseases, what are the correct answers?",Analyzes to establish a DPN can only be carried out in an authorized laboratory. The authorization is issued by the Biomedicine Agency for a period of 5 years.,Chorionic villus sampling can be carried out from the 10th week of amenorrhea,Fetal blood sampling can only be carried out from the 30th week of amenorrhea,the amniotic fluid sample can be taken from the 15th week of amenorrhea,The collection of fetal material circulating in maternal blood is only used to detect sequences of paternal origin.,"A, B, D, E",pharmacy
Which of the following combinations are absolutely contraindicated:,Saquinavir + Rifampicine,Spiramycine + Dihydroergotamine,Ritonavir + Voriconazole,Carbamazepine + Ondansetron,Colchicine + Iproniazide,"A, C",pharmacy
Which of the following medications increase serum uric acid:,Cyclosporin,Ethambutol,High dose aspirin,Levodopa,Memantine,"A, B, D",pharmacy
"Among the following, which antibiotic(s) is (are) active on Pseudomonas aeruginosa:",Amoxicillin,Ceftazidime,Ceftriaxone,Amikacine,Ciprofloxacin,"B, D, E",pharmacy
Which of the following statements is incorrect?,Protein vaccines are highly immunogenic and rely on thymus-independent immunological memory,Inactivated vaccines primarily stimulate humoral immunity,The chickenpox vaccine is an inactivated vaccine,"For inactivated vaccines, many boosters are necessary","The MMR vaccine is recommended from the age of 2 months, 2 boosters are necessary.","A, C, E",pharmacy
Monoclonal antibodies can act by:,Activation of apoptosis,Neutralization,Antibody-independent toxicity,Inhibition of cell proliferation,Complement-Dependent Toxicity,"A, B, C, D, E",pharmacy
Which of the following statements is true?,Myoglobin assay can be used in the diagnosis of MI.,Troponins are sensitive markers of myocardial infarction but are not very specific.,"In myocardial infarction, the elevation of troponins Ic and Tc is observed at H+1.",The determination of troponins Ic allows the definitive diagnosis of an MI.,"After an MI, the disappearance of troponins is observed in approximately 48 hours.","A, D",pharmacy
Check the correct proposition(s):,Repeatability allows us to study fidelity,Reproducibility makes it possible to study fidelity,The limit of detection is the smallest signal different from blank,Inaccuracy is total error,Accuracy corresponds to systematic error,"A, B, C, D, E",pharmacy
Which of the following statements regarding GC (gas chromatography) is(are) correct?,It applies to gaseous compounds and non-thermodegradable volatile compounds of MM<1000Da,There is only one type of column: capillary columns.,There are different types of injectors including the direct vaporization injector.,The stationary phase of partition chromatography is a solid adsorbent.,A thermionic detector is used for halogen compounds.,"A, C",pharmacy
"Concerning immunoglobulins, which of these propositions is (are) correct?",The t1/2 of IgG is 21 days,IgA and IgE do not pass the placental barrier.,IgG activates complement by the alternative pathway.,IgA is the largest of the Igs with an MM of approximately 950kDa.,IgE plays a role in anti-parasitic immunity.,"A, B, E",pharmacy
Plasmid resistance to antibiotics is:,most often multi-resistance,found in several bacterial species,transmissible between bacteria of the same species,transmissible between bacteria of different species,extended to all families of antibiotics,"A, B, C, D",pharmacy
Check the true statement(s) regarding clavulanic acid:,It is a reversible inhibitor of β-lactamases,It is an irreversible inhibitor of β-lactamases,It is a molecule devoid of its own antibiotic activity,It can induce hyperkalemia,"Combined with amoxicillin, it is used in recurrent ENT and pulmonary infections and/or in subjects at risk.","B, C, D, E",pharmacy
Regarding the toxicity of aminoglycosides:,Nephrotoxicity is most often clinically silent and reversible,Streptomycin is the most nephrotoxic aminoglycoside,Vestibular damage precedes cochlear damage,Neuromuscular blockade is one of the major side effects of aminoglycosides.,All answers are correct,"A, C",pharmacy
What can be the clinical signs of Plasmodium falciparum infection?,fever alone,splenomegaly,thrombocytopenia,encephalitis,convulsions,"A, B, C, D, E",pharmacy
What are the different stages of the eel cycle?,eggs passed in the stool,rhabditoid larva in stool,strongyloid larva in stool,Contamination by ingestion of the infesting strongyloid larvae,Contamination by transcutaneous passage of the infesting strongyloid larva,"B, E",pharmacy
Which of the following is (are) causes of increased lipase:,Acute pancreatitis,Diabetic ketoacidosis,Renal failure,Pregnancy,Ovarian cancer,"A, B, C",pharmacy
Which of the following statements regarding Taenia saginata is (are) correct:,It is a platelminth belonging to the hermaphrodite cestodes,You become infected by eating undercooked pork.,The diagnosis is most often made by the discovery of eggs in the stools.,It's a tapeworm,Praziquantel = Biltricide® can be used for the treatment,"A, D, E",pharmacy
Which of the following statements about lipoproteins is/are correct:,Chylomicrons are produced in the liver,Chylomicrons are mainly composed of apoB. 100,IDLs are the precursors of LDL,LDL allows the reverse transport of cholesterol,The apoC. It activates lipoprotein lipase,"C, E",pharmacy
"Among the following statements regarding paracetamol poisoning, indicate which one(s) is (are) correct:","The elimination half-life is approximately 2 hours, it is increased in the event of poisoning",The toxic metabolite is N-acetyl-p-benzoquinone-imine,Hepatic and renal necrosis is observed,"Thanks to the Prescott normogram, we can assess the severity of the poisoning on the paracetamolemia at t=2h",The antidote used is N-acetylcysteine.,"A, B, C, E",pharmacy
Which of the following statements regarding cardiovscular physiology is(are) correct:,The mitral valve is located between the left atrium and the left ventricle,The clinical start of the cardiac cycle is atrial systole,Atrial repolarization occurs after ventricular depolarization,The BII noise corresponds to the closure of the sigmoids,The ST segment of the ECG corresponds to atrioventricular conduction,"A, D",pharmacy
Which of these statements is false? LSD,is an alkaloid,causes physical dependence,does not cause addiction,can increase suicidal tendencies,is a powerful hallucinogen,B,pharmacy
What are the correct answers? Lipoprotein (a),Contains apo(a) and apo(b),The Lp(a) level depends on the diet,Apo(a) is a glycoprotein,Lp(a) is a lipoprotein similar in structure to LDL,HMG CoA reductase inhibitors markedly reduce Lp(a) levels,"A, C, D",pharmacy
Which of the following statements regarding the coating of solid oral forms is (are) correct?,Dragée is a sugar-coated tablet,The capsule shell can be coated,The lamination is an enteric coating,Lamination can be carried out by double compression,The coating can be carried out in a fluidized air bed apparatus,"A, B, E",pharmacy
Which of these statements about pregnancy are false?,Estradiol decreases,The concentration of progesterone is ensured by the corpus luteum only.,Chorionic gonadotropin hormone increases steadily,FSH has collapsed,The LH is collapsed,"A, B, C",pharmacy
"Regarding ammoniogenesis, which of the following is correct?",The biosynthesis of ammonia by renal distal tubular cells is called ammoniogenesis.,Glutamine is the most important precursor of ammonia formed by the kidney.,"Glutamate and ammonia inhibit glutaminase and glutamate dehydrogenase, respectively.","In a situation of acidosis, renal ammoniogenesis promotes the urinary elimination of protons.",The decrease in PH results in a decrease in the affinity of glutaminases for glutamine.,"B, C, D",pharmacy
"In a 35-year-old non-diabetic man, the lipid profile is as follows: Se Total cholesterol 6.5 mmol/l Se TG 19.2 mmol.l Se Cholesterol-HDL 0.54 mmol/l The lipidogram shows high fractions of VLDL and chylomicrons From which probable type of dyslipoproteinemia according to the Fredrickson classification is it?",Type V,Type III,Type Iia,Type IIb,Type IV,A,pharmacy
Which of the following traits is not found in Streptococcus pneumoniae?,Presence of a capsule,Catalase negative,Aerobic and anaerobic survival,Production of a Panton-Valentine toxin,Hemolytic on blood agar,D,pharmacy
"Regarding the validation of analytical methods, which of the following is correct:",Precision measures random errors (due to chance). It is characterized by the standard deviation and the variance.,"Repeatability consists of analyzing the same sample under different conditions by varying at least one of the factors: operator, time, batch of reagent, etc.",Medical biology analysis laboratories are engaged in a COFRAC accreditation process according to the NF EN ISO15123 standard.,"The interlaboratory reproducibility test consists of analyzing the same sample under identical conditions (same instrument, etc.)",A method cannot be exact if it is not faithful.,"A, E",pharmacy
Which of these statements is false?,There is a homologous region in gonosomes called the pseudoautosomal region.,"In genetic diseases with dominant transmission linked to the X, clinical manifestations are found in hemizygous boys and in heterozygous girls.",All daughters of a man suffering from an X-linked recessive genetic disease are obligate carriers.,The transmission of monogenic genetic diseases follows the Hardy-Weinberg laws.,Oocytes are haploid cells.,D,pharmacy
Which of the following statements is false? Amphotericin B:,Is an antifungal from the polyene family,Acts specifically on dermatophytes,Is not absorbed by the digestive mucosa,Can be administered parenterally,Is nephrotoxic after long-term infusion,B,pharmacy
Which of these statements is/are correct? HbA1C…,dosed after sampling in a dry tube,can be measured by affinity chromatography,results from the enzymatic fixation of glucose on hemoglobin,reflects glycemic balance over the last two weeks,can be determined by colorimetry,"B, E",pharmacy
"Regarding Waldenstrom's disease, what are the correct propositions?",It is lymphoproliferative syndrome B. characterized by serum monoclonal IgG and pathological bone marrow infiltration of lympho-plasmacytic cells,Splenomegaly is often found,The progression of Waldenstrom's disease is generally rapid,Medullary lymphoplasmacytic infiltration is greater than 10%,A blood hyperviscosity syndrome is often found and secondary to monoclonal IgM,"B, E",pharmacy
Which of these conditions are dermatological?,Syndrome de Lyell,Syndrome de Moskowitz,Syndrome de Stevens Johnson,Syndrome d'Asperger,Raynaud's syndrome.,"A, C",pharmacy
Which of the following statements regarding blood groups is/are correct:,ABO system antibodies are IgM,Anti-A and anti-B antibodies are natural and irregular,A Rh negative person naturally has the corresponding anti-Rh Ac,"To search for antigens on the surface of red blood cells, we use the Beth-Vincent method.","To establish a blood group card, a single determination is enough","A, D",pharmacy
Which of the following statements regarding hemolytic disease of the newborn is (are) correct:,It is due to a feto-maternal Rh incompatibility,It corresponds to autoimmunization,It occurs during a 2nd pregnancy in an Rh+ mother and an Rh- fetus.,An increase in free bilirubin is observed in the fetus which can lead to serious neurological sequelae (kernicterus),The diagnosis to be made in the newborn is a direct Coombs test.,"A, D, E",pharmacy
"Concerning hemostasis pathologies, which of these propositions is (are) true?",Willebrand disease is a common disease with a prevalence of 0.5-1%.,The clinical manifestations of hemophilia are most often mucosal or skin hemorrhages.,An F VIII level of 50% can be found in minor hemophilia A.,The mode of inheritance of hemophilia B is autosomal recessive.,There are three main types of Willebrand disease: type 1: moderate quantitative deficit / type 2: qualitative deficit / type 3: severe quantitative deficit,"A, E",pharmacy
"Among these AAs, which one(s) is(are) essential AA(s)?",Arginine,Cysteine,Thréonine,Valine,Methionine,"C, D, E",pharmacy
"Among these antiparkinsonian drugs, which one(s) is/are not direct dopamine agonists?",Bromocriptine,Lisuride,worship,Selegiline,Apomorphine,"C, D",pharmacy
"Regarding Legionella pneumophila, which of the following is true?","It is a gram bacillus, immobile.",L. pneumophila grows aerobically on specific media such as BCYE medium.,There is human-to-human transmission of Legionnaires' disease.,Alcohol and tobacco are not risk factors.,"After the diagnosis, an antibiogram is carried out in order to adapt the antibiotic therapy.",B,pharmacy
Which of these findings can be found in nephrotic syndrome?,Protein: 85g/L,Proteinuria: 3.5g/24h,VS: 50mm,Albumin: 40g/L,Ca: 2.0g/L,"B, C, E",pharmacy
Distomatosis :,eggs are not found in the stools before 3 months after contamination,can cause hypereosinophilia in the state phase at 20 G/l,the diagnosis can be immunological,the treatment of choice is triclabendazole (FASINEX),the parasite can live for 10 years in humans,"A, C, D, E",pharmacy
What is(are) the disorder(s) encountered in salicylates poisoning?,Hyperthermia,Hypothermia,"Metabolic alkalosis, respiratory acidosis with increased anion gap","Respiratory alkalosis, metabolic acidosis with increased anion gap",Consciousness disorders,"A, D, E",pharmacy
Which of the following methods is (or are) applied to therapeutic plasma to reduce the risk of blood-borne infectious diseases?,Irradiation,Viro-inactivation by detergent solvent,Delivery after quarantine,Viro-inactivation par amotosalem,Heating according to pasteurization mode,"B, C, D",pharmacy
Which of the following is correct?,Reflection on ethics linked to reception and medical care is part of the public service missions of health establishments,Continuity of care is part of the public service missions of health establishments,A private for-profit health establishment can carry out several public hospital service missions,A private for-profit health establishment may constitute a private health establishment of collective interest,A private for-profit health establishment can participate in a health cooperation group,"B, C, E",pharmacy
Which of the following parasites belong to nematodes:,Plasmodium malariae,Echinococcus granulosus,Strongyloides stercoralis,Enterobius vermicularis,Fasciola hepatica,"C, D",pharmacy
Hodgkin lymphomas:,Mainly affects the elderly,Have a high cure rate but a significant risk of relapse,Are often associated with the Epstein-Barr virus,Have their tumor mass well reflected by the LDH dosage,are characterized by the presence of Reed-Sternberg cells expressing CD30,"B, C, D, E",pharmacy
During severe hepatocellular insufficiency we generally observe,An increase in ammonium,An increase in cholesterol,An increase in urea,A decrease in albumin,An increase in transferrin,"A, D",pharmacy
Les glinides :,Have strong binding to plasma proteins,Have mainly renal elimination,See their hypoglycemic effect increased by taking thyroid hormones,Are indicated with enzyme-inducing drugs,Reduce insulin resistance,A,pharmacy
"In a hyperosmolar coma, we find:",Ketonuria,Disturbed blood gases,Functional acute renal failure,Exclusively extra-cellular dehydration,Hypernatremia,"C, E",pharmacy
Which of these statements is correct? Immunoglobulins:,There are 9 types of light chains,IgM and IgD carry 1 CH4 domain,Papain fragments Ig into three parts,The end of the variable part is the NH2 terminal side,Contain more heavy chains than light chains,D,pharmacy
